AOI,Species,Model,FMO,Period,Low_Score_AOI_Mean,Neutral_Score_AOI_Mean,High_Score_AOI_Mean,Low_Score_AOI_SD,Neutral_Score_AOI_SD,High_Score_AOI_SD
Beaver Creek (HUC12: 190803060505),CHK,ccsm,nofmo,2,0.26,0.37,0.52,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),CHK,gfdl,altfmo,0,0.32,0.43,0.58,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),CHK,gfdl,altfmo,1,0.27,0.38,0.53,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),CHK,gfdl,altfmo,2,0.28,0.39,0.54,0.07,0.06,0.07
Beaver Creek (HUC12: 190803060505),CHK,gfdl,fmo,0,0.32,0.43,0.58,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),CHK,gfdl,fmo,1,0.28,0.39,0.53,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),CHK,gfdl,fmo,2,0.28,0.39,0.54,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),CHK,gfdl,nofmo,0,0.32,0.43,0.58,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),CHK,gfdl,nofmo,1,0.28,0.39,0.54,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),CHK,gfdl,nofmo,2,0.27,0.38,0.53,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),GRA,ccsm,altfmo,0,0.05,0.15,0.3,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),GRA,ccsm,altfmo,1,-0.01,0.1,0.25,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),GRA,ccsm,altfmo,2,-0.01,0.1,0.25,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),GRA,ccsm,fmo,0,0.05,0.15,0.3,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),GRA,ccsm,fmo,1,-0.01,0.1,0.25,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),GRA,ccsm,fmo,2,-0.01,0.1,0.25,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),GRA,ccsm,nofmo,0,0.05,0.15,0.3,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),GRA,ccsm,nofmo,1,-0.01,0.1,0.25,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),GRA,ccsm,nofmo,2,-0.01,0.09,0.24,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),GRA,gfdl,altfmo,0,0.05,0.15,0.3,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),GRA,gfdl,altfmo,1,-0.0,0.1,0.25,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),GRA,gfdl,altfmo,2,0.01,0.12,0.27,0.07,0.06,0.07
Beaver Creek (HUC12: 190803060505),GRA,gfdl,fmo,0,0.05,0.15,0.3,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),GRA,gfdl,fmo,1,0.0,0.11,0.26,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),GRA,gfdl,fmo,2,0.01,0.12,0.27,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),GRA,gfdl,nofmo,0,0.05,0.15,0.3,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),GRA,gfdl,nofmo,1,0.01,0.12,0.27,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),GRA,gfdl,nofmo,2,-0.0,0.11,0.25,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),NONE,ccsm,altfmo,0,0.48,0.59,0.74,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),NONE,ccsm,altfmo,1,0.42,0.53,0.68,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),NONE,ccsm,altfmo,2,0.42,0.53,0.68,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),NONE,ccsm,fmo,0,0.48,0.59,0.74,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),NONE,ccsm,fmo,1,0.43,0.54,0.69,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),NONE,ccsm,fmo,2,0.42,0.53,0.68,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),NONE,ccsm,nofmo,0,0.48,0.59,0.74,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),NONE,ccsm,nofmo,1,0.42,0.53,0.68,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),NONE,ccsm,nofmo,2,0.42,0.53,0.68,0.05,0.05,0.05
Beaver Creek (HUC12: 190803060505),NONE,gfdl,altfmo,0,0.48,0.59,0.74,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),NONE,gfdl,altfmo,1,0.43,0.54,0.69,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),NONE,gfdl,altfmo,2,0.44,0.55,0.7,0.07,0.06,0.07
Beaver Creek (HUC12: 190803060505),NONE,gfdl,fmo,0,0.48,0.59,0.74,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),NONE,gfdl,fmo,1,0.44,0.55,0.7,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),NONE,gfdl,fmo,2,0.44,0.55,0.7,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),NONE,gfdl,nofmo,0,0.48,0.59,0.74,0.14,0.14,0.14
Beaver Creek (HUC12: 190803060505),NONE,gfdl,nofmo,1,0.44,0.55,0.7,0.06,0.06,0.06
Beaver Creek (HUC12: 190803060505),NONE,gfdl,nofmo,2,0.43,0.54,0.69,0.06,0.06,0.06
Belle Creek (HUC12: 190803090601),CHK,ccsm,altfmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),CHK,ccsm,altfmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,ccsm,altfmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,ccsm,fmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),CHK,ccsm,fmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,ccsm,fmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,ccsm,nofmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),CHK,ccsm,nofmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,ccsm,nofmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,gfdl,altfmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),CHK,gfdl,altfmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,gfdl,altfmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,gfdl,fmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),CHK,gfdl,fmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,gfdl,fmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,gfdl,nofmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),CHK,gfdl,nofmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),CHK,gfdl,nofmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,ccsm,altfmo,0,0.15,0.26,0.41,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),GRA,ccsm,altfmo,1,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,ccsm,altfmo,2,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,ccsm,fmo,0,0.15,0.26,0.41,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),GRA,ccsm,fmo,1,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,ccsm,fmo,2,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,ccsm,nofmo,0,0.15,0.26,0.41,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),GRA,ccsm,nofmo,1,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,ccsm,nofmo,2,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,gfdl,altfmo,0,0.15,0.26,0.41,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),GRA,gfdl,altfmo,1,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,gfdl,altfmo,2,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,gfdl,fmo,0,0.15,0.26,0.41,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),GRA,gfdl,fmo,1,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,gfdl,fmo,2,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,gfdl,nofmo,0,0.15,0.26,0.41,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),GRA,gfdl,nofmo,1,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),GRA,gfdl,nofmo,2,-0.18,-0.07,0.08,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,ccsm,altfmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),NONE,ccsm,altfmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,ccsm,altfmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,ccsm,fmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),NONE,ccsm,fmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,ccsm,fmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,ccsm,nofmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),NONE,ccsm,nofmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,ccsm,nofmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,gfdl,altfmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),NONE,gfdl,altfmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,gfdl,altfmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,gfdl,fmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),NONE,gfdl,fmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,gfdl,fmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,gfdl,nofmo,0,0.74,0.85,0.99,0.08,0.08,0.08
Belle Creek (HUC12: 190803090601),NONE,gfdl,nofmo,1,0.41,0.52,0.67,0.07,0.07,0.07
Belle Creek (HUC12: 190803090601),NONE,gfdl,nofmo,2,0.41,0.52,0.67,0.07,0.07,0.07
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,altfmo,0,0.07,0.18,0.33,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,altfmo,1,0.11,0.21,0.37,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,altfmo,2,0.09,0.19,0.34,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,fmo,0,0.07,0.18,0.33,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,fmo,1,0.11,0.21,0.37,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,fmo,2,0.08,0.19,0.34,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,nofmo,0,0.07,0.18,0.33,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,nofmo,1,0.08,0.18,0.33,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,ccsm,nofmo,2,0.08,0.19,0.34,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,altfmo,0,0.07,0.18,0.33,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,altfmo,1,0.1,0.2,0.36,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,altfmo,2,0.12,0.22,0.38,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,fmo,0,0.07,0.18,0.33,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,fmo,1,0.1,0.21,0.36,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,fmo,2,0.12,0.23,0.38,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,nofmo,0,0.07,0.18,0.33,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,nofmo,1,0.09,0.19,0.35,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),CHK,gfdl,nofmo,2,0.09,0.2,0.35,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,altfmo,0,-0.05,0.06,0.21,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,altfmo,1,-0.01,0.09,0.24,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,altfmo,2,-0.04,0.07,0.22,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,fmo,0,-0.05,0.06,0.21,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,fmo,1,-0.01,0.09,0.25,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,fmo,2,-0.04,0.07,0.22,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,nofmo,0,-0.05,0.06,0.21,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,nofmo,1,-0.05,0.06,0.21,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,ccsm,nofmo,2,-0.04,0.07,0.22,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,altfmo,0,-0.05,0.06,0.21,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,altfmo,1,-0.02,0.08,0.23,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,altfmo,2,-0.0,0.1,0.25,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,fmo,0,-0.05,0.06,0.21,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,fmo,1,-0.02,0.08,0.24,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,fmo,2,-0.0,0.11,0.26,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,nofmo,0,-0.05,0.06,0.21,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,nofmo,1,-0.03,0.07,0.22,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),GRA,gfdl,nofmo,2,-0.03,0.08,0.23,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,altfmo,0,0.4,0.51,0.66,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,altfmo,1,0.44,0.54,0.69,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,altfmo,2,0.41,0.52,0.67,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,fmo,0,0.4,0.51,0.66,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,fmo,1,0.44,0.54,0.69,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,fmo,2,0.41,0.52,0.67,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,nofmo,0,0.4,0.51,0.66,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,nofmo,1,0.4,0.51,0.66,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,ccsm,nofmo,2,0.41,0.52,0.67,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,altfmo,0,0.4,0.51,0.66,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,altfmo,1,0.43,0.53,0.68,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,altfmo,2,0.45,0.55,0.7,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,fmo,0,0.4,0.51,0.66,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,fmo,1,0.43,0.53,0.69,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,fmo,2,0.45,0.55,0.71,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,nofmo,0,0.4,0.51,0.66,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,nofmo,1,0.42,0.52,0.67,0.04,0.04,0.04
Big Eldorado Creek-Goldstream Creek (HUC12: 190803090702),NONE,gfdl,nofmo,2,0.42,0.53,0.68,0.04,0.04,0.04
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,altfmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,altfmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,altfmo,2,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,fmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,fmo,1,0.46,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,fmo,2,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,nofmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,nofmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,ccsm,nofmo,2,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,altfmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,altfmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,altfmo,2,0.46,0.57,0.72,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,fmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,fmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,fmo,2,0.46,0.57,0.72,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,nofmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,nofmo,1,0.46,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),CHK,gfdl,nofmo,2,0.46,0.57,0.72,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,altfmo,0,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,altfmo,1,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,altfmo,2,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,fmo,0,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,fmo,1,-0.0,0.1,0.26,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,fmo,2,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,nofmo,0,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,nofmo,1,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,ccsm,nofmo,2,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,altfmo,0,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,altfmo,1,-0.0,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,altfmo,2,0.0,0.11,0.26,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,fmo,0,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,fmo,1,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,fmo,2,0.01,0.11,0.26,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,nofmo,0,-0.01,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,nofmo,1,-0.0,0.1,0.25,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),GRA,gfdl,nofmo,2,0.0,0.11,0.26,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,altfmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,altfmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,altfmo,2,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,fmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,fmo,1,0.46,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,fmo,2,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,nofmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,nofmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,ccsm,nofmo,2,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,altfmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,altfmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,altfmo,2,0.46,0.57,0.72,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,fmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,fmo,1,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,fmo,2,0.46,0.57,0.72,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,nofmo,0,0.45,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,nofmo,1,0.46,0.56,0.71,0.05,0.05,0.05
Big Granite Creek (HUC12: 190803051204),NONE,gfdl,nofmo,2,0.46,0.57,0.72,0.05,0.05,0.05
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,altfmo,0,0.58,0.68,0.84,0.14,0.14,0.14
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,altfmo,1,0.51,0.61,0.77,0.06,0.06,0.06
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,altfmo,2,0.46,0.57,0.72,0.04,0.05,0.04
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,fmo,0,0.58,0.68,0.84,0.14,0.14,0.14
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,fmo,1,0.53,0.63,0.78,0.07,0.07,0.07
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,fmo,2,0.46,0.57,0.72,0.04,0.05,0.04
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,nofmo,0,0.58,0.68,0.84,0.14,0.14,0.14
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,nofmo,1,0.51,0.61,0.77,0.06,0.06,0.06
Big Swede Creek (HUC12: 190803031705),CHK,ccsm,nofmo,2,0.46,0.57,0.72,0.04,0.05,0.04
Big Swede Creek (HUC12: 190803031705),CHK,gfdl,altfmo,0,0.58,0.68,0.84,0.14,0.14,0.14
Big Swede Creek (HUC12: 190803031705),CHK,gfdl,altfmo,1,0.46,0.57,0.72,0.04,0.05,0.04
Big Swede Creek (HUC12: 190803031705),CHK,gfdl,altfmo,2,0.47,0.57,0.72,0.04,0.05,0.04
Big Swede Creek (HUC12: 190803031705),CHK,gfdl,fmo,0,0.58,0.68,0.84,0.14,0.14,0.14
Big Swede Creek (HUC12: 190803031705),CHK,gfdl,fmo,1,0.46,0.57,0.72,0.04,0.05,0.04
Big Swede Creek (HUC12: 190803031705),CHK,gfdl,fmo,2,0.46,0.57,0.72,0.04,0.05,0.04
Big Swede Creek (HUC12: 190803031705),CHK,gfdl,nofmo,0,0.58,0.68,0.84,0.14,0.14,0.14
